,Station,DBKEY,Daily Date,Data Value,Qualifer,Revision Date
123,S84X_S,91686,2021-08-12,293.32,P,13-AUG-2021
124,S84_S,91687,2021-07-12,501.14,,19-JUL-2021
125,S84_S,91687,2021-07-13,460.96,,19-JUL-2021
126,S84_S,91687,2021-07-14,472.53,,19-JUL-2021
127,S84_S,91687,2021-07-15,415.57,,19-JUL-2021
128,S84_S,91687,2021-07-16,417.6,,19-JUL-2021
129,S84_S,91687,2021-07-17,404.85,,19-JUL-2021
130,S84_S,91687,2021-07-18,451.12,,27-JUL-2021
131,S84_S,91687,2021-07-19,465.14,,27-JUL-2021
132,S84_S,91687,2021-07-20,433.3,,27-JUL-2021
133,S84_S,91687,2021-07-21,443.58,,27-JUL-2021
134,S84_S,91687,2021-07-22,365.23,,27-JUL-2021
135,S84_S,91687,2021-07-23,384.2,,27-JUL-2021
136,S84_S,91687,2021-07-24,587.25,,27-JUL-2021
137,S84_S,91687,2021-07-25,736.42,,27-JUL-2021
138,S84_S,91687,2021-07-26,955.48,,27-JUL-2021
139,S84_S,91687,2021-07-27,953.24,,05-AUG-2021
140,S84_S,91687,2021-07-28,935.74,,05-AUG-2021
141,S84_S,91687,2021-07-29,1039.26,,05-AUG-2021
142,S84_S,91687,2021-07-30,1172.95,,05-AUG-2021
143,S84_S,91687,2021-07-31,1059.61,,05-AUG-2021
144,S84_S,91687,2021-08-01,992.93,,05-AUG-2021
145,S84_S,91687,2021-08-02,750.89,,05-AUG-2021
146,S84_S,91687,2021-08-03,906.6,,05-AUG-2021
147,S84_S,91687,2021-08-04,1255.58,,05-AUG-2021
148,S84_S,91687,2021-08-05,1328.63,P,06-AUG-2021
149,S84_S,91687,2021-08-06,1298.96,P,07-AUG-2021
150,S84_S,91687,2021-08-07,1325.57,P,08-AUG-2021
151,S84_S,91687,2021-08-08,1237.5,P,09-AUG-2021
152,S84_S,91687,2021-08-09,1056.37,P,10-AUG-2021
153,S84_S,91687,2021-08-10,892.33,P,11-AUG-2021
154,S84_S,91687,2021-08-11,971.07,P,12-AUG-2021
155,S84_S,91687,2021-08-12,1133.45,P,13-AUG-2021
156,S65EX1_S,AL760,2021-07-12,67.56,,15-JUL-2021
157,S65EX1_S,AL760,2021-07-13,637.97,,26-JUL-2021
158,S65EX1_S,AL760,2021-07-14,0.0,,26-JUL-2021
159,S65EX1_S,AL760,2021-07-15,0.0,,26-JUL-2021
160,S65EX1_S,AL760,2021-07-16,0.0,,26-JUL-2021
161,S65EX1_S,AL760,2021-07-17,0.0,,26-JUL-2021
162,S65EX1_S,AL760,2021-07-18,0.0,,26-JUL-2021
163,S65EX1_S,AL760,2021-07-19,0.0,,26-JUL-2021
164,S65EX1_S,AL760,2021-07-20,0.0,,26-JUL-2021
165,S65EX1_S,AL760,2021-07-21,0.0,,26-JUL-2021
166,S65EX1_S,AL760,2021-07-22,0.0,,26-JUL-2021
167,S65EX1_S,AL760,2021-07-23,0.0,,26-JUL-2021
168,S65EX1_S,AL760,2021-07-24,0.0,,26-JUL-2021
169,S65EX1_S,AL760,2021-07-25,0.0,,05-AUG-2021
170,S65EX1_S,AL760,2021-07-26,0.0,,05-AUG-2021
171,S65EX1_S,AL760,2021-07-27,0.0,,05-AUG-2021
172,S65EX1_S,AL760,2021-07-28,0.0,,05-AUG-2021
173,S65EX1_S,AL760,2021-07-29,0.0,,05-AUG-2021
174,S65EX1_S,AL760,2021-07-30,0.0,,05-AUG-2021
175,S65EX1_S,AL760,2021-07-31,0.0,,05-AUG-2021
176,S65EX1_S,AL760,2021-08-01,0.0,,05-AUG-2021
177,S65EX1_S,AL760,2021-08-02,0.0,,05-AUG-2021
178,S65EX1_S,AL760,2021-08-03,0.0,,05-AUG-2021
179,S65EX1_S,AL760,2021-08-04,0.0,P,05-AUG-2021
180,S65EX1_S,AL760,2021-08-05,0.0,P,06-AUG-2021
181,S65EX1_S,AL760,2021-08-06,0.0,P,07-AUG-2021
182,S65EX1_S,AL760,2021-08-07,0.0,P,08-AUG-2021
183,S65EX1_S,AL760,2021-08-08,0.0,P,09-AUG-2021
184,S65EX1_S,AL760,2021-08-09,0.0,P,10-AUG-2021
185,S65EX1_S,AL760,2021-08-10,0.0,P,11-AUG-2021
186,S65EX1_S,AL760,2021-08-11,0.0,P,12-AUG-2021
187,S65EX1_S,AL760,2021-08-12,0.0,P,13-AUG-2021
188,FISHCR,WH036,2021-07-12,135.0,P,13-JUL-2021
189,FISHCR,WH036,2021-07-13,115.0,P,14-JUL-2021
190,FISHCR,WH036,2021-07-14,136.0,P,15-JUL-2021
191,FISHCR,WH036,2021-07-15,145.0,P,13-AUG-2021
192,FISHCR,WH036,2021-07-16,182.0,P,17-JUL-2021
193,FISHCR,WH036,2021-07-17,199.0,P,18-JUL-2021
194,FISHCR,WH036,2021-07-18,241.0,P,13-AUG-2021
195,FISHCR,WH036,2021-07-19,272.0,P,13-AUG-2021
196,FISHCR,WH036,2021-07-20,359.0,P,13-AUG-2021
197,FISHCR,WH036,2021-07-21,439.0,P,13-AUG-2021
198,FISHCR,WH036,2021-07-22,438.0,P,13-AUG-2021
199,FISHCR,WH036,2021-07-23,415.0,P,13-AUG-2021
200,FISHCR,WH036,2021-07-24,415.0,P,13-AUG-2021
201,FISHCR,WH036,2021-07-25,420.0,P,13-AUG-2021
202,FISHCR,WH036,2021-07-26,381.0,P,13-AUG-2021
203,FISHCR,WH036,2021-07-27,328.0,P,13-AUG-2021
204,FISHCR,WH036,2021-07-28,302.0,P,13-AUG-2021
205,FISHCR,WH036,2021-07-29,296.0,P,13-AUG-2021
206,FISHCR,WH036,2021-07-30,286.0,P,13-AUG-2021
207,FISHCR,WH036,2021-07-31,276.0,P,13-AUG-2021
208,FISHCR,WH036,2021-08-01,275.0,P,13-AUG-2021
209,FISHCR,WH036,2021-08-02,279.0,P,13-AUG-2021
210,FISHCR,WH036,2021-08-03,296.0,P,13-AUG-2021
211,FISHCR,WH036,2021-08-04,384.0,P,13-AUG-2021
212,FISHCR,WH036,2021-08-05,450.0,P,13-AUG-2021
213,FISHCR,WH036,2021-08-06,508.0,P,13-AUG-2021
214,FISHCR,WH036,2021-08-07,711.0,P,13-AUG-2021
215,FISHCR,WH036,2021-08-08,966.0,P,09-AUG-2021
216,FISHCR,WH036,2021-08-09,,P,11-AUG-2021
217,FISHCR,WH036,2021-08-10,1050.0,P,11-AUG-2021
218,FISHCR,WH036,2021-08-11,854.0,P,13-AUG-2021
219,FISHCR,WH036,2021-08-12,802.0,P,13-AUG-2021
